NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
6305660242,4502257,Consumption,16/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,17/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,18/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,19/01/2019,No,0.347119842,0.318865103,0.266472473,0.248443756,0.239827323,0.223582308,0.228761195,0.2253619,0.224929031,0.227814666,0.21909049,0.214929183,0.221045126,0.215050214,0.192348289,0.192444306,0.184152762,0.177677351,0.194984458,0.18844978,0.207288457,0.223901982,0.249520818,0.275361206,0.309428783,0.340817034,0.370451204,0.399535145,0.440064056,0.446430326,0.486709982,0.519231154,0.550839789,0.6217031,0.676058618,0.703030385,0.697122893,0.666031147,0.609939404,0.587233379,0.574717475,0.515207556,0.449646684,0.400451031,0.345432268,0.30714589,0.353328896,0.38840885
6305660242,4502257,Consumption,20/01/2019,No,0.347119842,0.318865103,0.266472473,0.248443756,0.239827323,0.223582308,0.228761195,0.2253619,0.224929031,0.227814666,0.21909049,0.214929183,0.221045126,0.215050214,0.192348289,0.192444306,0.184152762,0.177677351,0.194984458,0.18844978,0.207288457,0.223901982,0.249520818,0.275361206,0.309428783,0.340817034,0.370451204,0.399535145,0.440064056,0.446430326,0.486709982,0.519231154,0.550839789,0.6217031,0.676058618,0.703030385,0.697122893,0.666031147,0.609939404,0.587233379,0.574717475,0.515207556,0.449646684,0.400451031,0.345432268,0.30714589,0.353328896,0.38840885
6305660242,4502257,Consumption,21/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,22/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,23/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,24/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,25/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,26/01/2019,No,0.347119842,0.318865103,0.266472473,0.248443756,0.239827323,0.223582308,0.228761195,0.2253619,0.224929031,0.227814666,0.21909049,0.214929183,0.221045126,0.215050214,0.192348289,0.192444306,0.184152762,0.177677351,0.194984458,0.18844978,0.207288457,0.223901982,0.249520818,0.275361206,0.309428783,0.340817034,0.370451204,0.399535145,0.440064056,0.446430326,0.486709982,0.519231154,0.550839789,0.6217031,0.676058618,0.703030385,0.697122893,0.666031147,0.609939404,0.587233379,0.574717475,0.515207556,0.449646684,0.400451031,0.345432268,0.30714589,0.353328896,0.38840885
6305660242,4502257,Consumption,27/01/2019,No,0.347119842,0.318865103,0.266472473,0.248443756,0.239827323,0.223582308,0.228761195,0.2253619,0.224929031,0.227814666,0.21909049,0.214929183,0.221045126,0.215050214,0.192348289,0.192444306,0.184152762,0.177677351,0.194984458,0.18844978,0.207288457,0.223901982,0.249520818,0.275361206,0.309428783,0.340817034,0.370451204,0.399535145,0.440064056,0.446430326,0.486709982,0.519231154,0.550839789,0.6217031,0.676058618,0.703030385,0.697122893,0.666031147,0.609939404,0.587233379,0.574717475,0.515207556,0.449646684,0.400451031,0.345432268,0.30714589,0.353328896,0.38840885
6305660242,4502257,Consumption,28/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,29/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,30/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,31/01/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,1/02/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,2/02/2019,No,0.347119842,0.318865103,0.266472473,0.248443756,0.239827323,0.223582308,0.228761195,0.2253619,0.224929031,0.227814666,0.21909049,0.214929183,0.221045126,0.215050214,0.192348289,0.192444306,0.184152762,0.177677351,0.194984458,0.18844978,0.207288457,0.223901982,0.249520818,0.275361206,0.309428783,0.340817034,0.370451204,0.399535145,0.440064056,0.446430326,0.486709982,0.519231154,0.550839789,0.6217031,0.676058618,0.703030385,0.697122893,0.666031147,0.609939404,0.587233379,0.574717475,0.515207556,0.449646684,0.400451031,0.345432268,0.30714589,0.353328896,0.38840885
6305660242,4502257,Consumption,3/02/2019,No,0.347119842,0.318865103,0.266472473,0.248443756,0.239827323,0.223582308,0.228761195,0.2253619,0.224929031,0.227814666,0.21909049,0.214929183,0.221045126,0.215050214,0.192348289,0.192444306,0.184152762,0.177677351,0.194984458,0.18844978,0.207288457,0.223901982,0.249520818,0.275361206,0.309428783,0.340817034,0.370451204,0.399535145,0.440064056,0.446430326,0.486709982,0.519231154,0.550839789,0.6217031,0.676058618,0.703030385,0.697122893,0.666031147,0.609939404,0.587233379,0.574717475,0.515207556,0.449646684,0.400451031,0.345432268,0.30714589,0.353328896,0.38840885
6305660242,4502257,Consumption,4/02/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,5/02/2019,No,0.392770284,0.347775363,0.290309438,0.276853271,0.271417165,0.254086637,0.245277662,0.239612321,0.250746181,0.259906134,0.294135982,0.284469339,0.28551153,0.266570379,0.234794272,0.206174265,0.188664125,0.200067619,0.212522714,0.233081684,0.248068473,0.273014789,0.302269884,0.31825229,0.334307128,0.342675798,0.352988492,0.3759792,0.404874076,0.429527234,0.460035386,0.504360736,0.571084335,0.649498074,0.728021863,0.760645723,0.738658598,0.710223915,0.664972004,0.629576805,0.605633483,0.541960814,0.485840515,0.41296546,0.368170912,0.336107844,0.391225203,0.4191417
6305660242,4502257,Consumption,6/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,7/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,8/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,9/02/2019,No,0.361541406,0.338643324,0.277865373,0.258832254,0.251515547,0.240083229,0.235645898,0.230721621,0.23853364,0.243103433,0.236806809,0.239538261,0.241379408,0.239454693,0.238563438,0.233266277,0.211549975,0.217296844,0.221238911,0.215571667,0.22651113,0.239650852,0.261936053,0.261513503,0.282664273,0.304439732,0.332667075,0.358646206,0.388445088,0.41445811,0.434367348,0.478801735,0.522839616,0.585802775,0.612481652,0.654093707,0.638002706,0.640882941,0.592604525,0.558566865,0.528931768,0.473502635,0.412361487,0.366543073,0.332677975,0.293538074,0.340562768,0.361240599
6305660242,4502257,Consumption,10/02/2019,No,0.361541406,0.338643324,0.277865373,0.258832254,0.251515547,0.240083229,0.235645898,0.230721621,0.23853364,0.243103433,0.236806809,0.239538261,0.241379408,0.239454693,0.238563438,0.233266277,0.211549975,0.217296844,0.221238911,0.215571667,0.22651113,0.239650852,0.261936053,0.261513503,0.282664273,0.304439732,0.332667075,0.358646206,0.388445088,0.41445811,0.434367348,0.478801735,0.522839616,0.585802775,0.612481652,0.654093707,0.638002706,0.640882941,0.592604525,0.558566865,0.528931768,0.473502635,0.412361487,0.366543073,0.332677975,0.293538074,0.340562768,0.361240599
6305660242,4502257,Consumption,11/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,12/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,13/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,14/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
6305660242,4502257,Consumption,15/02/2019,No,0.329956874,0.317298401,0.266595512,0.240155028,0.237012551,0.21818355,0.216869993,0.218593765,0.22294397,0.244687053,0.271529367,0.265194174,0.304297356,0.29928895,0.240056141,0.19646891,0.172846895,0.168117649,0.174564065,0.173308164,0.18704322,0.195413689,0.221653802,0.245285883,0.267512248,0.269825864,0.276821109,0.297093245,0.329429104,0.372571867,0.409681498,0.448799634,0.51445224,0.593858058,0.668071948,0.721784452,0.716238477,0.683667763,0.631938988,0.600300553,0.5667529,0.496547413,0.437187262,0.382217275,0.344480341,0.309730776,0.371715179,0.374625325
